user_id,timestamp,key,mapped_to,event,filename,mapping_type
5,2024-10-08 09:14:08,input_3,Enter,mapping,005_20241008_091404_key_events.csv,keyboard_key
5,2024-10-08 20:18:36,input_1,playpause,mapping,005_20241008_091404_key_events.csv,media_key
5,2024-10-08 20:18:36,input_2,nexttrack,mapping,005_20241008_091404_key_events.csv,media_key
5,2024-10-08 20:18:36,input_3,Space,mapping,005_20241008_091404_key_events.csv,keyboard_key
5,2024-10-08 20:18:58,input_1,playpause,mapping,005_20241008_091404_key_events.csv,media_key
5,2024-10-08 20:18:58,input_2,nexttrack,mapping,005_20241008_091404_key_events.csv,media_key
5,2024-10-08 20:18:58,input_3,Down,mapping,005_20241008_091404_key_events.csv,keyboard_key
5,2024-10-08 21:44:36,input_1,playpause,mapping,005_20241008_091404_key_events.csv,media_key
5,2024-10-08 21:44:36,input_2,nexttrack,mapping,005_20241008_091404_key_events.csv,media_key
5,2024-10-08 21:44:36,input_3,Enter,mapping,005_20241008_091404_key_events.csv,keyboard_key
5,2024-10-09 08:54:20,input_1,playpause,mapping,005_20241009_085417_key_events.csv,media_key
5,2024-10-09 08:54:20,input_2,nexttrack,mapping,005_20241009_085417_key_events.csv,media_key
5,2024-10-09 08:54:20,input_3,Enter,mapping,005_20241009_085417_key_events.csv,keyboard_key
5,2024-10-09 15:21:49,input_1,playpause,mapping,005_20241009_085417_key_events.csv,media_key
5,2024-10-09 15:21:49,input_2,nexttrack,mapping,005_20241009_085417_key_events.csv,media_key
5,2024-10-09 15:21:49,input_3,Enter,mapping,005_20241009_085417_key_events.csv,keyboard_key
5,2024-10-09 19:30:15,input_1,playpause,mapping,005_20241009_085417_key_events.csv,media_key
5,2024-10-09 19:30:15,input_2,nexttrack,mapping,005_20241009_085417_key_events.csv,media_key
5,2024-10-09 19:30:15,input_3,Enter,mapping,005_20241009_085417_key_events.csv,keyboard_key
5,2024-10-10 08:45:38,input_1,playpause,mapping,005_20241010_084517_key_events.csv,media_key
5,2024-10-10 08:45:38,input_2,nexttrack,mapping,005_20241010_084517_key_events.csv,media_key
5,2024-10-10 08:45:38,input_3,Enter,mapping,005_20241010_084517_key_events.csv,keyboard_key
5,2024-10-10 15:01:32,input_1,playpause,mapping,005_20241010_084517_key_events.csv,media_key
5,2024-10-10 15:01:32,input_2,nexttrack,mapping,005_20241010_084517_key_events.csv,media_key
5,2024-10-10 15:01:32,input_3,Enter,mapping,005_20241010_084517_key_events.csv,keyboard_key
5,2024-10-11 08:46:11,input_1,playpause,mapping,005_20241011_084609_key_events.csv,media_key
5,2024-10-11 08:46:11,input_2,nexttrack,mapping,005_20241011_084609_key_events.csv,media_key
5,2024-10-11 08:46:11,input_3,Enter,mapping,005_20241011_084609_key_events.csv,keyboard_key
6,2024-10-07 13:03:42,input_1,Ctrl,mapping,006_20241007_130239_key_events.csv,char
6,2024-10-07 13:03:42,input_2,,mapping,006_20241007_130239_key_events.csv,none
6,2024-10-07 13:03:42,input_3,,mapping,006_20241007_130239_key_events.csv,none
6,2024-10-07 13:09:54,input_1,Ctrl,mapping,006_20241007_130239_key_events.csv,char
6,2024-10-07 13:09:54,input_2,Space,mapping,006_20241007_130239_key_events.csv,keyboard_key
6,2024-10-07 13:09:54,input_3,Enter,mapping,006_20241007_130239_key_events.csv,keyboard_key
6,2024-10-07 13:11:57,input_1,Space,mapping,006_20241007_130239_key_events.csv,keyboard_key
6,2024-10-07 13:11:57,input_2,mouse_left,mapping,006_20241007_130239_key_events.csv,char
6,2024-10-07 13:11:57,input_3,mouse_right,mapping,006_20241007_130239_key_events.csv,char
6,2024-10-07 14:46:36,input_1,Ctrl+c,mapping,006_20241007_130239_key_events.csv,shortcut
6,2024-10-07 14:46:36,input_2,Ctrl+v,mapping,006_20241007_130239_key_events.csv,shortcut
6,2024-10-07 14:46:36,input_3,Ctrl+a,mapping,006_20241007_130239_key_events.csv,shortcut
6,2024-10-07 15:21:12,input_1,Ctrl+c,mapping,006_20241007_130239_key_events.csv,shortcut
6,2024-10-07 15:21:12,input_2,Ctrl+v,mapping,006_20241007_130239_key_events.csv,shortcut
6,2024-10-07 15:21:12,input_3,Ctrl+z,mapping,006_20241007_130239_key_events.csv,shortcut
6,2024-10-08 09:23:29,input_1,Ctrl+c,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 09:23:29,input_2,Ctrl+v,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 09:23:29,input_3,Ctrl+z,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 10:15:47,input_1,Ctrl+c,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 10:15:47,input_2,Ctrl+v,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 10:15:47,input_3,mouse_middle,mapping,006_20241008_092323_key_events.csv,char
