user_id,timestamp,key,mapped_to,event,filename
1,2024-09-30 08:58:43,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:43,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:45,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:45,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:50,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:50,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:50,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:50,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:51,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:51,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:51,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:51,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:52,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 08:58:52,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:08:11,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:08:11,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:10:11,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:10:11,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:10:44,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:10:44,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:26:59,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:26:59,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:58:43,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:58:43,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:04,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:04,Key.f22,Alt+Tab,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:05,Key.f22,Alt+Tab,down,001_20240930_085737_key_events.csv
