user_id,timestamp,key,mapped_to,event,filename
1,2024-09-30 09:59:42,Key.f24,win+Right,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:42,Key.f24,win+Right,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:43,Key.f24,win+Right,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:43,Key.f24,win+Right,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:43,Key.f24,win+Right,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:43,Key.f24,win+Right,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:44,Key.f24,win+Right,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:44,Key.f24,win+Right,up,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:44,Key.f24,win+Right,down,001_20240930_085737_key_events.csv
1,2024-09-30 09:59:44,Key.f24,win+Right,up,001_20240930_085737_key_events.csv
1,2024-09-30 10:11:48,Key.f24,win+Right,down,001_20240930_085737_key_events.csv
1,2024-09-30 10:11:48,Key.f24,win+Right,up,001_20240930_085737_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:08,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:09,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:09,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:09,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:09,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:10,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:10,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:12,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:12,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:22,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:22,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:24,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:24,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:25,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:25,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:28,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:28,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:28,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:28,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:30,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:30,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:31,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:31,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:32,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:32,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:32,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:32,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:36,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:36,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:37,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:37,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:37,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:37,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:39,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:39,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:39,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:50:39,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:36,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:36,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:36,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:36,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:38,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:38,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:38,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:38,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:40,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:40,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:42,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:42,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:42,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:55:42,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:41,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:42,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:43,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 16:56:43,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 17:09:40,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 17:09:40,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 17:09:56,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 17:09:56,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 17:12:10,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 17:12:10,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 17:13:01,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 17:13:01,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 17:13:29,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 17:13:29,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 17:14:34,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 17:14:34,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-01 17:16:20,Key.f24,Tab,down,001_20241001_161248_key_events.csv
1,2024-10-01 17:16:20,Key.f24,Tab,up,001_20241001_161248_key_events.csv
1,2024-10-02 08:52:52,Key.f24,Tab,down,001_20241002_082915_key_events.csv
1,2024-10-02 08:52:52,Key.f24,Tab,up,001_20241002_082915_key_events.csv
1,2024-10-02 08:52:53,Key.f24,Tab,down,001_20241002_082915_key_events.csv
1,2024-10-02 08:52:53,Key.f24,Tab,up,001_20241002_082915_key_events.csv
1,2024-10-02 08:52:53,Key.f24,Tab,down,001_20241002_082915_key_events.csv
