user_id,key,mapped_to,first_down_time,up_time,down_count,filename
10,Key.f22,mouse_left,2024-10-21 20:45:45,2024-10-21 20:45:46,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 20:45:39,2024-10-21 20:45:39,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:36:27,2024-10-21 15:36:27,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:27:29,2024-10-21 15:27:41,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:21:00,2024-10-22 19:21:01,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:27:16,2024-10-21 15:27:18,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:18:52,2024-10-21 15:18:52,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:18:09,2024-10-21 15:18:18,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:08:14,2024-10-21 15:08:15,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:09:12,2024-10-21 15:09:12,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:09:49,2024-10-21 15:09:57,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:10:25,2024-10-21 15:10:27,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:11:18,2024-10-21 15:11:19,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:11:54,2024-10-21 15:12:02,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:12:12,2024-10-21 15:12:12,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:16:36,2024-10-21 15:16:53,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:16:32,2024-10-21 15:16:32,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:12:47,2024-10-21 15:12:52,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:16:04,2024-10-21 15:16:07,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:15:43,2024-10-21 15:15:43,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:15:19,2024-10-21 15:15:21,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:13:14,2024-10-21 15:14:04,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:14:49,2024-10-21 15:14:49,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:19:42,2024-10-21 15:19:45,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:20:24,2024-10-21 15:20:24,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:21:16,2024-10-21 15:21:20,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:24:25,2024-10-21 15:24:25,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:27:04,2024-10-21 15:27:05,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:26:12,2024-10-21 15:26:14,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:26:02,2024-10-21 15:26:06,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:25:32,2024-10-21 15:25:36,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:25:08,2024-10-21 15:25:09,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:24:46,2024-10-21 15:24:50,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:24:41,2024-10-21 15:24:43,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:07:03,2024-10-21 15:07:08,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:21:37,2024-10-21 15:22:02,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:24:10,2024-10-21 15:24:10,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:24:08,2024-10-21 15:24:08,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:23:48,2024-10-21 15:23:50,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:23:27,2024-10-21 15:23:27,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:23:15,2024-10-21 15:23:15,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:22:44,2024-10-21 15:22:45,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:22:30,2024-10-21 15:22:32,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 21:57:08,2024-10-21 21:57:11,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 21:58:14,2024-10-21 21:58:32,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:01:32,2024-10-21 15:01:33,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:00:29,2024-10-21 15:00:37,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:11:30,2024-10-22 19:11:31,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:11:06,2024-10-22 19:11:06,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:10:03,2024-10-22 19:10:03,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:09:37,2024-10-22 19:09:38,2,010_20241022_184543_key_events.csv
9,Key.f23,Alt+Left,2024-10-18 12:35:38,2024-10-18 12:39:52,2,009_20241018_090500_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:08:32,2024-10-22 19:08:34,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:08:29,2024-10-22 19:08:29,2,010_20241022_184543_key_events.csv
9,Key.f23,Alt+Left,2024-10-18 14:02:15,2024-10-18 14:02:20,2,009_20241018_090500_key_events.csv
9,Key.f23,Alt+Left,2024-10-18 14:34:49,2024-10-18 15:17:53,2,009_20241018_090500_key_events.csv
9,Key.f24,Ctrl+t,2024-10-14 12:14:42,2024-10-14 12:24:28,2,009_20241014_090902_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:07:35,2024-10-22 19:07:49,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-21 15:14:40,2024-10-21 15:14:44,2,010_20241021_143447_key_events.csv
9,Key.f24,Ctrl+t,2024-10-14 17:04:08,2024-10-14 17:07:08,2,009_20241014_090902_key_events.csv
9,Key.f24,Ctrl+t,2024-10-15 12:38:58,2024-10-15 12:38:59,2,009_20241015_090316_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:05:39,2024-10-22 19:06:00,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:05:37,2024-10-22 19:05:37,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:05:16,2024-10-22 19:05:17,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:11:59,2024-10-22 19:12:00,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:14:21,2024-10-22 19:14:21,2,010_20241022_184543_key_events.csv
9,Key.f23,Alt+Left,2024-10-18 12:17:39,2024-10-18 12:18:23,2,009_20241018_090500_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:16:50,2024-10-22 19:16:51,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:20:22,2024-10-22 19:20:27,2,010_20241022_184543_key_events.csv
9,Key.f23,Alt+Left,2024-10-16 16:57:00,2024-10-16 16:57:23,2,009_20241016_084155_key_events.csv
9,Key.f23,Alt+Left,2024-10-16 16:58:04,2024-10-16 16:58:08,2,009_20241016_084155_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:20:11,2024-10-22 19:20:12,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:19:22,2024-10-22 19:19:33,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:17:58,2024-10-22 19:18:02,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:17:39,2024-10-22 19:17:40,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:16:35,2024-10-22 19:16:36,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:14:24,2024-10-22 19:14:24,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:16:17,2024-10-22 19:16:19,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:14:27,2024-10-22 19:15:25,2,010_20241022_184543_key_events.csv
9,Key.f23,Alt+Left,2024-10-16 16:59:11,2024-10-16 16:59:21,2,009_20241016_084155_key_events.csv
9,Key.f23,Alt+Left,2024-10-16 17:00:44,2024-10-17 10:09:39,2,009_20241017_090120_key_events.csv
9,Key.f23,Alt+Left,2024-10-17 12:16:08,2024-10-17 12:16:36,2,009_20241017_090120_key_events.csv
9,Key.f23,Alt+Left,2024-10-17 17:45:13,2024-10-17 17:45:19,2,009_20241017_090120_key_events.csv
9,Key.f23,Alt+Left,2024-10-17 17:45:46,2024-10-17 17:45:54,2,009_20241017_090120_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:03:44,2024-10-22 19:03:49,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:03:21,2024-10-22 19:03:23,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:02:19,2024-10-22 19:02:21,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-21 22:12:00,2024-10-21 22:12:01,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:43:40,2024-10-21 14:44:11,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:45:29,2024-10-21 14:45:33,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:45:48,2024-10-21 14:45:52,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:46:09,2024-10-21 14:46:13,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:49:58,2024-10-21 14:50:05,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:46:11,2024-10-22 18:46:17,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-21 22:15:53,2024-10-22 18:45:47,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-21 22:11:15,2024-10-21 22:11:27,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:41:21,2024-10-21 14:41:26,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-25 17:49:29,2024-10-25 17:49:32,2,010_20241025_141421_key_events.csv
10,Key.f22,mouse_left,2024-10-21 22:00:21,2024-10-21 22:00:29,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:57:23,2024-10-21 14:57:23,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:57:50,2024-10-21 14:57:58,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:58:11,2024-10-21 14:58:13,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:58:30,2024-10-21 14:58:34,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:59:01,2024-10-21 14:59:02,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:42:43,2024-10-21 14:42:46,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:50:18,2024-10-22 18:51:16,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:00:37,2024-10-22 19:00:43,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:56:02,2024-10-22 18:56:07,2,010_20241022_184543_key_events.csv
9,Key.f24,Ctrl+t,2024-10-17 09:02:39,2024-10-17 09:05:35,2,009_20241017_090120_key_events.csv
10,Key.f22,mouse_left,2024-10-22 19:00:30,2024-10-22 19:00:32,2,010_20241022_184543_key_events.csv
9,Key.f24,Ctrl+t,2024-10-17 17:44:56,2024-10-18 09:24:14,2,009_20241018_090500_key_events.csv
9,Key.f24,Ctrl+t,2024-10-18 12:46:37,2024-10-18 13:40:58,2,009_20241018_090500_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:57:16,2024-10-22 18:57:22,2,010_20241022_184543_key_events.csv
9,Key.f24,Ctrl+t,2024-10-18 14:07:51,2024-10-18 14:13:29,2,009_20241018_090500_key_events.csv
9,Key.f24,Ctrl+t,2024-10-18 15:17:42,2024-10-18 15:23:32,2,009_20241018_090500_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:55:21,2024-10-22 18:55:28,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:51:46,2024-10-22 18:51:52,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:54:07,2024-10-22 18:54:11,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:52:48,2024-10-22 18:53:23,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-22 18:52:33,2024-10-22 18:52:34,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:39:01,2024-10-21 14:39:02,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:39:32,2024-10-21 14:39:38,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:40:03,2024-10-21 14:40:04,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-21 14:41:07,2024-10-21 14:41:08,2,010_20241021_143447_key_events.csv
10,Key.f22,mouse_left,2024-10-25 17:49:11,2024-10-25 17:49:14,2,010_20241025_141421_key_events.csv
10,Key.f24,Space,2024-10-22 22:46:51,2024-10-22 22:46:52,2,010_20241022_184543_key_events.csv
10,Key.f22,mouse_left,2024-10-25 17:49:46,2024-10-25 17:49:48,2,010_20241025_141421_key_events.csv
12,Key.f23,v,2024-10-21 16:38:22,2024-10-21 16:40:01,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:24:54,2024-10-21 16:25:26,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:23:32,2024-10-21 16:23:43,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:21:35,2024-10-21 16:21:53,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:19:55,2024-10-21 16:20:09,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:14:46,2024-10-21 16:15:03,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:12:28,2024-10-21 16:12:29,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:10:35,2024-10-21 16:10:56,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:05:52,2024-10-21 16:06:20,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:02:02,2024-10-21 16:02:31,2,012_20241021_103826_key_events.csv
12,Key.f23,nexttrack,2024-10-25 14:58:08,2024-10-25 14:58:09,2,012_20241025_090117_key_events.csv
12,Key.f23,Ctrl+F5,2024-10-24 15:57:42,2024-10-24 15:58:29,2,012_20241024_121508_key_events.csv
12,Key.f23,Ctrl+F5,2024-10-24 13:30:37,2024-10-24 14:03:23,2,012_20241024_121508_key_events.csv
12,Key.f23,Ctrl+F5,2024-10-23 16:41:33,2024-10-23 16:46:57,2,012_20241023_091408_key_events.csv
12,Key.f22,r,2024-10-21 17:31:16,2024-10-21 17:31:50,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:29:44,2024-10-21 17:29:59,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:27:20,2024-10-21 17:27:30,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:25:42,2024-10-21 17:25:57,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:24:34,2024-10-21 17:24:49,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:23:17,2024-10-21 17:23:26,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:20:59,2024-10-21 17:21:13,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:19:21,2024-10-21 17:20:14,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:18:13,2024-10-21 17:18:27,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:16:12,2024-10-21 17:16:24,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:29:43,2024-10-21 16:29:50,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:44:51,2024-10-21 16:45:11,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:02:25,2024-10-21 17:02:33,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:49:20,2024-10-21 16:49:35,2,012_20241021_103826_key_events.csv
12,Key.f24,Right,2024-10-23 09:39:41,2024-10-23 09:39:43,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:39:29,2024-10-23 09:39:33,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:39:15,2024-10-23 09:39:16,2,012_20241023_091408_key_events.csv
12,Key.f24,Ctrl+Shift+v,2024-10-25 12:48:08,2024-10-25 12:48:51,2,012_20241025_090117_key_events.csv
12,Key.f24,Ctrl+Shift+v,2024-10-25 11:10:56,2024-10-25 11:11:07,2,012_20241025_090117_key_events.csv
12,Key.f24,Ctrl+Shift+v,2024-10-25 10:50:49,2024-10-25 10:55:15,2,012_20241025_090117_key_events.csv
12,Key.f23,v,2024-10-21 17:31:18,2024-10-21 17:31:53,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:28:26,2024-10-21 17:29:28,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:26:31,2024-10-21 17:26:49,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:24:59,2024-10-21 17:25:03,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:23:36,2024-10-21 17:24:11,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:22:05,2024-10-21 17:22:41,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:20:16,2024-10-21 17:20:45,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:17:38,2024-10-21 17:18:15,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:16:57,2024-10-21 17:17:04,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:14:41,2024-10-21 17:15:55,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:12:00,2024-10-21 17:12:17,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:02:27,2024-10-21 17:02:37,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 17:00:29,2024-10-21 17:00:45,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:57:59,2024-10-21 16:58:31,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:55:53,2024-10-21 16:56:05,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:54:05,2024-10-21 16:54:19,2,012_20241021_103826_key_events.csv
12,Key.f23,v,2024-10-21 16:51:28,2024-10-21 16:51:36,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:13:02,2024-10-21 17:13:03,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 17:00:37,2024-10-21 17:01:08,2,012_20241021_103826_key_events.csv
10,Key.f22,mouse_left,2024-10-25 17:57:35,2024-10-25 17:57:37,2,010_20241025_141421_key_events.csv
12,Key.f22,r,2024-10-21 15:29:14,2024-10-21 15:29:31,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 15:19:43,2024-10-21 15:19:49,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 12:00:53,2024-10-21 12:00:58,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:58:36,2024-10-21 11:58:58,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:56:14,2024-10-21 11:56:31,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:54:33,2024-10-21 11:54:48,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:53:06,2024-10-21 11:53:17,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:47:23,2024-10-21 11:50:15,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:45:20,2024-10-21 11:45:35,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:42:12,2024-10-21 11:42:31,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:39:19,2024-10-21 11:39:52,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:37:04,2024-10-21 11:37:42,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:34:56,2024-10-21 11:35:09,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:31:49,2024-10-21 11:32:39,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:28:54,2024-10-21 11:29:11,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:27:28,2024-10-21 11:27:49,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:25:08,2024-10-21 11:26:04,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 11:22:20,2024-10-21 11:22:56,2,012_20241021_103826_key_events.csv
12,Key.f22,Shift+Alt+k,2024-10-22 14:02:10,2024-10-22 14:02:12,2,012_20241022_091527_key_events.csv
12,Key.f22,Shift+Alt+k,2024-10-22 10:12:58,2024-10-22 10:15:00,2,012_20241022_091527_key_events.csv
12,Key.f22,Left,2024-10-24 15:53:26,2024-10-24 15:53:26,2,012_20241024_121508_key_events.csv
12,Key.f22,Left,2024-10-24 14:04:27,2024-10-24 15:53:26,2,012_20241024_121508_key_events.csv
12,Key.f22,Left,2024-10-24 12:34:21,2024-10-24 12:34:22,2,012_20241024_121508_key_events.csv
12,Key.f22,Left,2024-10-24 12:34:18,2024-10-24 12:34:18,2,012_20241024_121508_key_events.csv
12,Key.f22,r,2024-10-21 15:27:49,2024-10-21 15:28:08,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 15:32:01,2024-10-21 15:32:07,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:59:03,2024-10-21 16:59:22,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 15:55:06,2024-10-21 15:55:22,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:57:04,2024-10-21 16:57:09,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:55:51,2024-10-21 16:56:04,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:54:17,2024-10-21 16:54:40,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:51:45,2024-10-21 16:52:03,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:50:17,2024-10-21 16:50:37,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:49:05,2024-10-21 16:49:17,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:41:42,2024-10-21 16:44:47,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:39:59,2024-10-21 16:40:20,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:30:11,2024-10-21 16:38:04,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:29:17,2024-10-21 16:29:25,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:27:01,2024-10-21 16:27:18,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:25:24,2024-10-21 16:25:37,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:22:22,2024-10-21 16:22:52,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:21:07,2024-10-21 16:21:20,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:19:52,2024-10-21 16:20:03,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:18:11,2024-10-21 16:18:46,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:16:35,2024-10-21 16:17:08,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:14:10,2024-10-21 16:14:44,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:12:28,2024-10-21 16:12:41,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:09:41,2024-10-21 16:10:32,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:06:16,2024-10-21 16:06:45,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 16:00:31,2024-10-21 16:00:48,2,012_20241021_103826_key_events.csv
12,Key.f22,r,2024-10-21 15:56:10,2024-10-21 15:56:27,2,012_20241021_103826_key_events.csv
12,Key.f24,Right,2024-10-23 09:39:56,2024-10-23 09:40:00,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:40:14,2024-10-23 09:40:16,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:40:52,2024-10-23 09:40:53,2,012_20241023_091408_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:27:27,2024-10-21 16:27:50,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:23:33,2024-10-21 16:23:43,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:21:37,2024-10-21 16:21:55,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:20:49,2024-10-21 16:20:51,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:18:50,2024-10-21 16:19:02,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:17:47,2024-10-21 16:17:48,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:16:18,2024-10-21 16:16:27,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:14:48,2024-10-21 16:15:05,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:12:31,2024-10-21 16:12:45,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:09:45,2024-10-21 16:10:37,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:02:03,2024-10-21 16:02:33,2,012_20241021_103826_key_events.csv
